,x,y,dis,around,renwu,任务标价,是否成功
167,-18.101725558626878,43.212674574658394,0.0,0,1,69.944,1
168,-12.97185372180386,44.81475900042224,0.0,0,1,69.944,1
169,-22.23078849108599,30.551826255221844,0.0,140,2,66.577,0
170,-34.06298649804958,10.850131597273666,0.0,1,1,69.924,1
172,-27.943123697345822,29.944581274488804,0.0,5,1,69.84400000000001,1
173,-26.968432113559068,30.987833723864945,0.0,1,2,69.357,1
175,-32.09537282662519,27.885507433609163,0.0,5,1,69.84400000000001,1
176,32.70578164391797,-41.911677220795674,21.77016735156052,11,2,70.94215372282795,1
178,-32.59248256656941,14.476129197534995,0.0,5,1,69.84400000000001,1
192,-19.457831128302498,24.09939472942707,0.0,265,1,64.644,1
193,-12.182029299629502,20.010668806335673,0.0,0,2,69.377,1
195,-18.240229029852408,21.30971380021849,0.0,91,1,68.12400000000001,0
197,-2.5273316551800393,-17.01426067615715,33.68528882098611,0,2,72.13919368332085,1
198,2.6514434288627586,-23.144393132387858,35.14024847087731,0,1,72.82550037461195,1
199,3.015941515090641,-24.59467432326395,36.177474161059784,0,1,72.91055288120691,1
200,-28.38959910777167,9.567120354523137,0.0,7,2,69.237,1
202,-28.379226211686603,9.521586420869493,0.0,7,2,69.237,1
207,-4.518652311719436,-27.23023446540138,42.63225454471118,0,1,73.43984487266631,1
212,-25.5503257287376,39.53704890051547,0.0,3,1,69.884,1
215,-36.65055471193871,43.537906028170255,0.0,0,1,69.944,1
217,-29.26270654845446,17.141755744548654,0.0,32,1,69.304,0
218,-26.13054375686016,52.63504103822978,0.0,2,2,69.33699999999999,1
221,1.5688833140434437,-30.22665577097478,41.780402939144814,0,1,73.36999304100988,1
224,-43.58101560482774,39.55252549833653,0.0,0,1,69.944,1
225,-31.563880825550477,54.54410276654019,0.0,0,1,69.944,1
226,-28.772130288151203,48.043032349324065,0.0,0,1,69.944,1
229,-25.47044475341933,10.331867023142483,0.0,21,1,69.524,1
231,-33.66948968725647,49.205055482782285,0.0,0,2,69.377,1
232,-29.226921534994005,46.161392149314565,0.0,18,1,69.584,1
236,-30.432314885839396,12.696804463208547,0.0,25,1,69.444,1
241,-37.59551840335033,47.05824704635377,0.0,0,1,69.944,1
242,-27.06833524392821,13.062896602399874,0.0,33,2,68.717,1
243,-27.52735356662811,14.59778209496303,0.0,36,1,69.224,0
244,-33.905874364502495,49.22826362288859,0.0,0,2,69.377,1
245,-17.938636419855232,12.088056386231845,0.0,5,2,69.277,1
246,-21.89663689525235,9.98604739894332,0.0,4,2,69.297,1
248,-17.956432769106453,12.17592915434765,0.0,5,2,69.277,1
250,-18.51522037715026,10.61114384053515,0.0,0,2,69.377,1
251,-18.409172624619675,9.938114833911367,0.0,0,2,69.377,1
253,-26.392628769615737,12.315305477841626,0.0,30,1,69.34400000000001,1
257,-21.96236577694023,9.579848593365703,0.0,5,2,69.277,1
260,-25.36798644894103,7.263175320130902,0.0,11,2,69.157,1
264,-21.691427820563586,4.068503720200596,0.0,41,2,68.557,0
265,-12.102339767386395,-18.642448682632814,40.99462938537107,0,2,72.73855960960043,1
266,-12.149064937525267,-1.7922841998472876,0.0,0,1,69.944,1
268,-13.518999933783038,0.9455036751382089,0.0,0,1,69.944,1
271,-18.403164591979593,4.346513231445975,0.0,4,1,69.864,1
272,-12.607968146591187,-19.14494494296198,40.93147237263658,0,2,72.73338073455619,1
273,-22.212158256307433,2.762671943016521,0.0,0,1,69.944,1
276,-18.49195989814762,-1.9672528969173975,0.0,1,1,69.924,1
279,-11.618017510164155,-2.8293288256163294,0.0,0,1,69.944,1
281,-19.660217256567606,-3.1077185491577772,0.0,4,1,69.864,1
282,-16.559589545192903,-6.647905728747524,0.0,4,1,69.864,1
289,-27.348364763076265,7.931209618907015,0.0,0,1,69.944,1
293,-15.815241214756018,-1.4467294072513752,0.0,0,1,69.944,1
294,4.378430475992651,64.4764526170639,0.0,0,1,69.944,1
295,-10.846665115825624,71.36566259332598,0.0,13,1,69.684,1
296,0.2220444845483654,99.43998047684444,0.0,0,1,69.944,1
297,20.630839894734965,82.20386350323281,75.83376540303634,0,1,76.16236876304899,1
302,42.9594355048096,92.52574666505575,88.72966552959325,0,1,77.21983257342664,1
304,-27.914224182599618,27.643865250409792,0.0,14,2,69.097,1
307,-25.856869418778516,52.07152571465505,0.0,1,2,69.357,1
309,-24.145840574414436,40.04670015249065,0.0,31,1,69.324,1
311,-23.12964723978597,28.693211819887775,0.0,19,2,68.997,1
312,-26.020490338547443,21.10587035559972,0.0,1,1,69.924,1
315,-28.41677171127781,24.0430283397508,0.0,14,1,69.664,1
317,-22.661134703533765,30.127424469367682,0.0,149,2,66.39699999999999,1
322,-23.1327909254582,28.828602304943335,0.0,19,2,68.997,1
323,-31.073521022922368,22.32298037571781,0.0,18,2,69.017,1
330,-23.27167764989998,27.22725566869589,0.0,22,2,68.937,1
333,-30.780694950424902,22.60966764349806,0.0,23,2,68.917,1
335,-31.662915371112263,19.58563771397322,0.0,17,2,69.03699999999999,1
341,-27.914224182599618,27.643865250409792,0.0,14,2,69.097,1
343,-30.43775074677371,18.9591091011642,0.0,17,1,69.604,1
346,-21.983313614729322,21.120290726471513,0.0,59,1,68.764,0
350,-23.293139827128837,27.046967899788672,0.0,16,2,69.057,1
351,-31.45462383938121,19.375362837346245,0.0,24,2,68.89699999999999,1
352,-27.5799898776481,19.90392187782903,0.0,5,1,69.84400000000001,1
353,-28.878905629768138,19.30378708785429,0.0,6,1,69.824,1
356,34.3407924296631,-34.62811822778333,20.841424861854275,1,1,71.63299683867206,1
357,44.489480362873245,-43.81493880121522,10.545979597185113,10,1,70.60877032696918,1
358,59.40004976670191,-45.56504031898879,7.2948473313288895,31,1,69.92217748116897,0
359,43.0840216077354,-44.41218140353915,12.070965838066206,175,2,66.86681919872143,1
365,-24.161692751441773,32.32206249568446,0.0,13,1,69.684,1
367,-26.505095101524546,30.989015793911825,0.0,2,2,69.33699999999999,1
368,49.91282292335991,-48.450261074668546,9.360200871512996,6,2,70.02453647146406,1
373,12.559229529867498,16.288935367177874,13.490395290235924,2,1,71.01021241379934,1
382,-19.185207500588,22.190934512858664,0.0,93,1,68.084,0
383,5.703932339519514,-22.853615134044006,33.32732519210879,0,1,72.67684066575292,1
384,7.709810557827382,-36.97180684802831,45.55468377115411,0,1,73.67948406923465,1
386,-21.227766764478996,15.682811014051204,0.0,13,2,69.11699999999999,1
389,-1.6010348255235476,-17.18591145425662,33.14683091471276,0,2,72.09504013500644,1
391,-28.548841578137413,16.082129495406996,0.0,28,2,68.817,1
392,-32.431084276962814,51.51716597922751,0.0,0,1,69.944,1
393,-26.74784233207551,10.893501677102485,0.0,10,1,69.744,1
395,-29.028541159577472,15.270450507109196,0.0,22,2,68.937,1
396,-21.346136638782525,50.98233993381196,0.0,13,2,69.11699999999999,1
397,-28.67559317619542,43.89945222850618,0.0,0,1,69.944,1
398,-21.205350998260375,51.02225005769353,0.0,13,2,69.11699999999999,1
399,-30.420424858019516,46.70397250247111,0.0,16,1,69.62400000000001,1
400,-11.45418297838348,49.79652054102219,0.0,0,1,69.944,1
405,-19.667520730870958,-15.573035180398815,33.29975354636988,0,2,72.10757979080232,1
408,-4.119135442858474,-0.7748315856545318,26.80243544042269,0,1,72.14179970611467,1
409,-19.17498506008362,-15.82565461805562,33.83038453355633,0,2,72.15109153175162,1
410,-19.08638326223647,-7.797887492050975,28.965186677977737,0,1,72.31914530759418,1
419,-13.067447059228368,-9.777898393723255,0.0,2,1,69.904,1
420,-21.055006335354125,3.7355523781717075,0.0,35,2,68.67699999999999,0
421,-32.96732894723045,19.315897883236218,0.0,10,1,69.744,1
425,-4.0092980231873785,52.3955473362099,0.0,0,1,69.944,1
426,-25.055021179961955,29.867038165762665,0.0,0,1,69.944,1
427,-30.64644397034072,33.14996908262856,0.0,0,1,69.944,1
429,-24.276305826754978,30.620266114598476,0.0,77,1,68.404,0
436,-35.43118772116113,54.6453544021182,0.0,10,1,69.744,1
439,46.15710704855213,-50.65414203711896,13.287177467700943,0,1,71.03354855235148,1
440,59.121880396815506,-47.42598505909668,8.590178325663857,9,1,70.46839462270444,1
441,72.24393616239696,-28.824233193833994,21.174363327125377,0,1,71.68029779282428,1
442,65.46130716868058,-46.03834374541826,12.477416097011279,7,1,70.82714811995493,1
444,59.858797930357234,-38.95707981117148,5.5965057796782,9,2,69.6559134739336,1
446,58.61757173954173,-48.34463028462859,9.128935563373167,8,2,69.9655727161966,1
447,52.39029989849088,-48.08095481694652,8.095222977200354,6,1,70.48780828413042,1
448,50.50258537817432,-49.75503738179033,10.284759182056337,8,1,70.62735025292862,1
449,97.70018732330331,-44.82339909492985,43.530083840278515,0,1,73.51346687490285,1
450,51.74184022484663,-37.976837305589726,3.501542220758481,9,2,69.48412646210218,1
452,37.081451877762106,-21.852642858982087,25.268921625411785,27,2,70.90905157328376,0
453,32.323843473268774,-23.31658640335113,27.827256879922903,3,2,71.59883506415368,1
454,25.704788490983272,-26.876767581827888,31.66590942700096,4,1,72.46060457301408,1
457,35.805918332376216,-44.46270672206713,19.078601254439857,2,2,70.90144530286406,1
459,61.597316904645055,-30.775121874933504,11.885146595072364,0,1,70.91858202079594,1
463,52.7674944506461,-50.55094214071852,10.439058664258491,25,2,69.73300281046919,1
464,57.98387754814467,-48.38926670624797,8.895732604807533,11,2,69.88645007359422,1
467,53.98960773722529,-49.31487867415254,9.082493853155365,24,1,70.20876449595873,1
469,6.503366312980228,17.85419406774076,19.052255340728387,0,1,71.50628493793972,1
470,-25.39176677998115,15.261401400918071,0.0,11,1,69.724,1
472,-30.084018448438822,20.177363834834182,0.0,17,1,69.604,1
474,-20.96918801118754,15.93058844752553,0.0,16,2,69.057,1
475,-21.005888334362094,18.87990011531603,0.0,29,1,69.364,1
477,-27.173152460194036,22.85640790948915,0.0,25,2,68.877,1
478,-14.727191904900735,-4.393982798734115,0.0,3,1,69.884,1
479,-27.706740557740705,12.427418795908928,0.0,19,2,68.997,1
480,-27.307534422268873,23.77922783022457,0.0,24,2,68.89699999999999,1
482,25.638842814905228,6.922528423060431,3.9651565887209324,72,1,68.82914284027513,0
485,21.883090925028576,-22.749560018585356,29.127862020768514,4,1,72.25248468570302,1
486,65.55576011782497,-29.02704052648014,15.81033910829005,2,1,71.20044780687978,1
487,64.93612668177494,-18.896359228433386,23.799279213028168,0,1,71.89554089546832,1
488,22.91819576084089,-20.143101188861,26.54834440784302,5,1,72.02096424144314,1
490,34.108984667240264,8.148434893212379,12.523505567971544,3,1,70.91092745657367,1
491,10.807955982084719,-7.283562092834934,17.47899332773664,0,1,71.37727745287441,1
492,60.297000694957525,-11.67085168162059,29.171172560830705,9,1,72.15603614998811,1
493,26.529365340738742,9.134154437972281,5.550805448353214,3,2,69.77216604676495,1
494,14.733787701424513,3.0760072650786796,7.7192767348339,0,2,70.00998069225638,1
495,12.783856091818459,8.775258028614967,9.243741882535094,0,2,70.13498683436788,1
496,17.82014838926966,6.55777106758271,3.8952937505306027,15,1,69.96341408754351,1
497,15.9550810558069,11.420227086618048,7.652448605636383,0,1,70.57150078566218,1
498,62.94462472577083,-14.132153749997592,27.468948742943727,1,2,71.60945379692139,1
499,29.259644916086685,-19.65834438052218,27.108270866678932,12,1,71.92687821106767,1
500,20.941150573260266,-17.783809148554827,24.173874990217463,2,1,71.88625774919782,1
503,17.38376146436699,2.5678351718863084,5.765694375979866,7,1,70.27678693883036,1
505,11.0293785474956,-15.291165585179044,24.15878578826572,1,1,71.90502043463779,1
506,9.606439776261475,-14.521865599323995,24.1520813806583,3,1,71.86447067321399,1
507,32.338723793751036,-13.44713147360396,22.493782181728456,1,1,71.76849013890174,1
509,63.254678005110314,-20.743794674713676,21.409898308580235,1,2,71.11261166130357,1
510,25.87922348398508,-19.632264440035694,26.34188570072771,2,1,72.06403462745966,1
511,7.960714333626639,2.0097814133348315,14.427669984988238,0,2,70.56006893876904,1
512,23.131186999733398,-22.205101461501783,28.61814314027634,3,2,71.66368773750266,1
513,-50.08581405203176,-2.504134956183094,11.863692143956603,1,1,70.89682275580445,1
514,15.156133515534401,3.5790229528384607,7.1276293784480265,0,2,69.96146560903273,1
515,23.475356268947507,-22.327119960872896,28.759070175347695,1,2,71.7152437543785,1
516,31.211930113319575,7.677421451982799,9.58912610331236,0,1,70.73030834047161,1
517,24.01072867385915,0.9863089114560637,5.861363292765959,0,2,69.8576317900068,1
518,26.691826127936455,10.628134745910756,6.547610519839058,10,1,70.2809040626268,1
519,26.693865530424908,8.915759476503045,5.591725949118777,3,2,69.77552152782773,1
521,53.672141194313916,-20.24405913789724,20.0118210831848,6,2,70.89796932882115,1
522,1.2638319704508134,7.316346211460086,20.46897890993753,2,1,71.58245627061487,1
524,26.599351270083037,-20.717537859423203,27.532713239495806,1,1,72.18168248563866,1
526,29.20876486853367,3.9179845798105575,7.890685364933023,26,1,70.07103619992452,0
527,28.332778944022444,8.407412806395179,6.925573385776107,3,2,69.88489701763363,1
528,36.69363639352876,-1.4627408766434655,16.909906725503454,0,1,71.33061235149128,1
529,23.557599736051852,3.56417418892163,3.365316074308221,67,2,68.31295591809327,0
530,26.823127836065918,1.4078424516600414,7.129614110237992,0,1,70.52862835703952,1
532,19.171576985213893,0.544529780952157,6.362160719242514,22,2,69.45869717897789,1
533,19.909846599115827,1.1754747060171482,5.505389146493872,10,2,69.62844191001248,1
534,27.288658800385125,5.124935244298587,5.71636146088803,9,2,69.66574163979281,1
535,20.13637446388159,-0.9287963242972808,7.474397327325658,2,2,69.94990058084069,1
538,27.86510424045934,8.78425879693695,6.607616258055105,3,2,69.85882453316052,1
539,-65.21058039105887,21.84551816827652,25.87057397237845,0,1,72.06538706573504,1
540,-47.89478930499779,21.313140139771445,14.450667217857118,0,1,71.12895471186428,1
541,-67.3566318710076,21.560104039405275,27.53447017588231,0,2,71.63482655442235,1
543,-52.40128546220765,30.967613760601584,0.0,2,2,69.33699999999999,1
545,-63.62698978763208,20.055006673841156,23.56745338184796,0,1,71.87653117731153,1
546,-70.8169152993307,9.772120744338778,27.223087887506146,1,1,72.15629320677552,1
549,-37.41611874424494,24.47134784217776,0.0,2,2,69.33699999999999,1
552,-33.96567415903647,22.83751364735334,0.0,1,1,69.924,1
555,-35.362924870551865,15.5161621842743,0.0,2,1,69.904,1
557,-34.58262087561721,13.521098524439406,0.0,0,1,69.944,1
558,-45.452075181875465,22.567942743808626,0.0,2,1,69.904,1
560,-62.957530227227146,6.825882918285092,19.279059268067783,0,2,70.95788285998155,1
561,-54.927409151734174,-16.197857654654626,26.21627702854904,0,1,72.09373471634102,1
562,-54.014628261373055,2.722970638162593,11.371229768794674,0,1,70.87644084104116,1
563,-57.86477202463834,-3.230601775658407,17.771123087267817,0,1,71.40123209315597,1
564,-50.70192787473066,10.625253305690762,7.681995816634245,0,1,70.57392365696401,1
565,-53.368296262312455,14.547396840386536,11.979588708468253,0,1,70.9263262740944,1
567,-38.969820098985345,9.66298505321926,5.197115643457025,12,2,69.56316348276347,1
570,-66.77004899451121,-7.99009299037699,27.78958809882796,0,1,72.2227462241039,1
571,-37.51201199086602,6.2257704156235185,6.305412749119731,19,1,70.08104384542783,1
573,-64.64467914057188,19.3274537971213,24.06829695180087,7,1,71.77760035004768,1
575,-45.76599826250954,9.9740616173451,3.2391303418187434,0,2,69.64260868802913,1
578,-23.504526392027575,39.184473482306196,0.0,25,1,69.444,1
579,-45.76599826250954,9.9740616173451,3.2391303418187434,0,2,69.64260868802913,1
580,-57.91831455717342,9.505383916348514,14.370811892696654,6,1,71.00240657520112,1
583,-53.184661999989245,0.6013635116642781,11.729221735504678,24,2,69.85879618231138,1
584,-50.65076272336325,12.689410848668633,8.68972323041101,0,1,70.65655730489371,1
585,-38.050872734006305,3.580019127566576,6.860658405750459,0,1,70.50657398927154,1
586,-87.29825056852651,-17.540186841228273,50.280151299728544,0,1,74.06697240657775,1
587,-40.89596730786478,6.502661706652891,2.9624646211237513,130,1,67.58692209893215,0
588,-43.88794476957535,1.962557319244791,5.5287884163419045,0,1,70.39736065014004,1
593,-57.91561195688179,2.574534077508172,15.050342386550566,0,1,71.17812807569715,1
594,-47.51201963555424,6.273127723210997,4.010548168658466,16,1,69.95286494983,1
595,-48.52562805378955,-4.631526446604816,13.048480126725984,0,1,71.01397537039153,1
598,-47.734161083629125,2.4051237215773646,6.495391195746378,8,2,69.7496220780512,1
599,-47.5846420253447,7.361421642075474,3.896854586802578,16,1,69.94354207611782,1
600,-48.389860780738964,5.744352393822886,5.012964762562127,19,2,69.4080631105301,1
602,-40.69418229804712,4.252089935182102,4.409505290388203,29,2,69.15857943381182,1
603,-47.541326431376696,0.920202738656684,7.613622136681768,0,1,70.56831701520791,1
604,-40.588483461816466,4.857712181684761,4.066415080766028,48,2,68.75044603662282,0
606,-49.03847655132354,5.25834115500383,5.7946880588660745,11,2,69.63216442082701,1
608,-42.56528088890605,6.951035809560267,1.246088852879751,34,2,68.79917928593613,0
609,-48.26925114730961,2.2044838986631525,6.991738861036513,8,2,69.79032258660499,1
611,14.159242095500629,-7.549959052300846,15.843473436640501,0,1,71.24316482180453,1
612,62.99479086686697,-14.0287971563289,27.58277994885466,1,2,71.61878795580608,1
614,47.47162418780734,-0.2882396546314041,26.60885647068889,15,1,71.8259262305965,1
615,-39.98064807283956,3.0914849245815503,5.752010792795974,33,1,69.75566488500928,0
618,43.97010274182185,10.865855560670745,22.706778239960187,5,1,71.70595581567675,1
619,41.161359919319345,-5.582489093454697,22.833176016886565,5,1,71.71632043338471,1
620,63.700192505708365,-20.99485010370026,21.37133869682674,1,2,71.10944977313979,1
621,25.05181891434144,-20.241683457156086,26.828265595026494,22,1,71.70391777879217,0
622,42.78955548710951,-0.40178679541857676,22.141732977249024,11,1,71.53962210413442,1
623,24.794520639754673,-16.809197374271918,23.391087801934678,0,1,71.86206919975865,1
624,67.3596585020007,-28.21895284799957,17.669310745261175,7,1,71.25288348111143,1
625,53.124401829336506,-22.362048226477267,17.926446869101834,0,2,70.84696864326635,1
626,53.720290276191484,-20.66944354098394,19.58497442046201,0,2,70.98296790247788,1
628,32.51938860143497,7.358743255332264,10.852530739925374,0,1,70.83390752067389,1
630,13.428863274099358,-6.634719655963991,15.424785515853179,7,2,70.50183241229996,1
631,17.285246949673432,-15.96619414460421,22.77813978239572,2,2,71.20480746215644,1
632,30.237056977661833,5.410733770532008,8.580445443611394,0,2,70.08059652637613,1
633,8.49237386457324,1.8147374948479538,13.984313832811756,0,2,70.52371373429055,1
634,57.66024186838038,-21.14004811704331,19.376389993414488,0,2,70.96586397945998,1
635,23.125282179460886,-1.4797625255225384,7.983771724235,12,1,70.35866928138728,1
636,51.56782483663728,-23.834920113355448,16.651949440766046,0,1,71.30945985414282,1
637,22.387351113430967,7.520859604759696,1.328030581202372,227,2,64.94589850765858,1
639,47.95526673293271,-11.109771509012802,29.839336882425407,6,1,72.27082562435888,1
640,64.26747612974195,-26.845658781090567,16.63132497581907,6,1,71.18776864801715,1
641,63.02427418858797,-1.8946601161191658,39.30277556758315,3,2,72.53982759654181,1
642,65.52125953012931,-31.587709718688842,14.082593705456288,4,2,70.45177268384741,1
643,65.05537119948185,-1.48044179039994,40.19650459861027,2,1,73.20011337708604,1
644,32.5546590918225,5.827353311709757,10.857338963903535,0,1,70.83430179504009,1
645,30.00413314544408,5.128525969723199,8.386420636845376,26,2,69.54468649222132,1
646,27.135192574858166,13.275999559337809,8.77519379250471,0,1,70.6635658909854,1
653,-49.50182692409219,-13.867566675834706,22.132119433809205,0,2,71.19183379357236,1
654,-53.184661999989245,0.6013635116642781,11.729221735504678,24,2,69.85879618231138,1
655,-35.81821184582156,-14.877585292055535,23.710182055154107,0,1,71.88823492852264,1
657,-32.031288123965204,-7.61987115513822,19.083064480074125,31,1,70.88881128736608,0
658,-29.784622269222165,-1.9143149088964364,16.785549616711624,0,1,71.32041506857036,1
659,-49.273224718741325,-11.546138470336722,19.835948474700636,0,2,71.00354777492545,1
660,-49.273224718741325,-11.546138470336722,19.835948474700636,0,2,71.00354777492545,1
661,-37.73928671740695,-30.263112936748776,38.21701351950129,0,2,72.5107951085991,1
663,-29.138250889287338,-19.859201199589727,30.97752215305662,0,1,72.48415681655065,1
664,-39.08168963239604,-29.10187368179442,36.87870522497385,8,1,72.80805382844787,1
665,-27.565341161332526,-13.90505766624922,26.78905611092417,5,1,72.04070260109579,1
666,-25.048747853506118,-23.82534185401366,36.44177227687073,24,1,72.4522253267034,1
667,-26.52460934289636,-15.056234539402283,28.335107646829886,64,1,70.98747882704005,1
668,-36.442055626895055,-8.10400357858671,17.194025954151236,0,1,71.3539101282404,1
