,任务号码,任务GPS纬度,任务GPS经度,x,y,label,length,around,renwu,dis,任务标价,是否成功
292,C0293,23.1347198980372,113.369256150616,-17.191478596699177,16.8917039786724,0,0.0,6,3,0.0,68.69,1
300,C0301,23.1158731632186,113.413816391509,-12.639269299485994,14.799716413807541,0,0.0,11,4,0.0,68.023,1
307,C0308,23.1488970922941,113.314152388591,-22.820798653651437,18.465372541188152,0,0.0,85,1,0.0,68.244,1
311,C0312,23.1584355029268,113.350471164883,-19.110525374454966,19.52413612141789,0,0.0,1,1,0.0,69.924,1
313,C0314,23.1518175188293,113.317038758051,-22.5259313542902,18.78953988659551,0,0.0,4,1,0.0,69.864,1
315,C0316,23.1651851796552,113.325169857507,-21.695270078713108,20.27335023827035,0,0.0,63,3,0.0,67.55,0
344,C0345,23.1758544962636,113.398655180083,-14.188116572915039,21.457644381802748,0,0.0,0,0,0.0,70.511,1
347,C0348,23.1784317242067,113.404449454535,-13.596181935615045,21.7437166834868,0,0.0,0,0,0.0,70.511,1
348,C0349,23.1744284593286,113.405518627634,-13.486956769322218,21.299354282017614,0,0.0,0,0,0.0,70.511,1
361,C0362,23.1157516618098,113.431733465899,-10.808887080214488,14.786229757430856,0,0.0,1,1,0.0,69.924,1
362,C0363,23.1136875331374,113.429036149996,-11.084440943593934,14.557111474794688,0,0.0,4,2,0.0,69.297,1
363,C0364,23.126380534188,113.394237266874,-14.63944415062191,15.9660345914113,0,0.0,64,13,0.0,61.85999999999999,0
365,C0366,23.1977399501433,113.418300905088,-12.18113792499846,23.88692976244957,0,0.0,5,2,0.0,69.277,0
366,C0367,23.2016885307926,113.399645052568,-14.08699264182754,24.325222214521922,0,0.0,3,1,0.0,69.884,1
368,C0369,23.1285788645887,113.391592499148,-14.90962976878676,16.21004926588886,0,0.0,34,14,0.0,61.89299999999999,1
369,C0370,23.1989919367917,113.423896900158,-11.609459220523766,24.025900280421794,0,0.0,4,1,0.0,69.864,1
370,C0371,23.1632708029927,113.319135768721,-22.311703799029754,20.060854428732696,0,0.0,5,2,0.0,69.277,0
371,C0372,23.1625635920791,113.320802043695,-22.14147957500533,19.98235401732313,0,0.0,5,2,0.0,69.277,0
372,C0373,23.1284711996895,113.391249489274,-14.944671157840583,16.19809846207761,0,0.0,30,13,0.0,62.54,1
388,C0389,23.1569321390744,113.350963900726,-19.060188198519462,19.357262733801463,0,0.0,2,2,0.0,69.33699999999999,1
395,C0396,23.1761037710277,113.374706640856,-16.63466445369417,21.485313880618005,0,0.0,0,0,0.0,70.511,1
397,C0398,23.1377408545677,113.362395916303,-17.892310140578466,17.227030153557745,0,0.0,5,2,0.0,69.277,0
398,C0399,23.1784051832087,113.338959125556,-20.28657854212281,21.74077063270877,0,0.0,0,0,0.0,70.511,1
401,C0402,23.1229043142311,113.352700409717,-18.88278896963037,15.580174176195221,0,0.0,8,3,0.0,68.65,1
406,C0407,23.1620205912619,113.313013333384,-22.937162874297254,19.922080926614022,0,0.0,4,1,0.0,69.864,1
407,C0408,23.1997810715918,113.406044581019,-13.433226137683965,24.113494243233006,0,0.0,1,1,0.0,69.924,1
413,C0414,23.167320152268,113.323787284481,-21.836511725008865,20.51033219829124,0,0.0,63,3,0.0,67.55,0
425,C0426,23.1571379834538,113.341841787936,-19.992089952653906,19.380111459915007,0,0.0,1,1,0.0,69.924,1
426,C0427,23.1383053046856,113.365009895506,-17.625269833071748,17.289684116644555,0,0.0,5,2,0.0,69.277,0
427,C0428,23.1637637912665,113.435694787485,-10.40420423757997,20.1155761271247,0,0.0,3,2,0.0,69.317,1
431,C0432,23.1632900116537,113.344705000206,-19.69958835808923,20.062986590103847,0,0.0,0,0,0.0,70.511,1
432,C0433,23.1154526943948,113.40263502383,-13.78154153329466,14.753044374366002,0,0.0,17,6,0.0,66.76899999999999,1
462,C0463,23.1052404738358,113.265157488051,-27.826046320281726,13.619487892316847,0,0.0,38,10,0.0,64.08099999999999,1
463,C0464,23.1033559892238,113.279148720331,-26.396722412061028,13.410310100384962,0,0.0,35,10,0.0,64.14099999999999,1
470,C0471,23.1090703557804,113.254701360139,-28.894229115975786,14.044604788167508,0,0.0,6,2,0.0,69.25699999999999,0
474,C0475,23.1076787043219,113.338601334064,-20.32312999973925,13.890131476273865,0,0.0,9,4,0.0,68.06299999999999,1
476,C0477,23.1040893557202,113.335138942138,-20.676842915114772,13.491713781485139,0,0.0,20,8,0.0,65.57499999999999,1
486,C0487,23.094985826253,113.341136882213,-20.0641020944567,12.48122201062629,0,0.0,11,5,0.0,67.456,1
494,C0495,23.0945474817537,113.287680253841,-25.525153376853112,12.432565771203876,0,0.0,47,5,0.0,66.736,0
498,C0499,23.0926363187351,113.341983630376,-19.977599535610054,12.220426676139159,0,0.0,12,6,0.0,66.869,1
499,C0500,23.1042006852508,113.353216654215,-18.83005018374542,13.5040713593818,0,0.0,1,1,0.0,69.924,1
509,C0510,23.0986607469292,113.287638529347,-25.52941589037833,12.889138205684134,0,0.0,27,4,0.0,67.70299999999999,1
518,C0519,23.1095973264298,113.264458310822,-27.897473247482097,14.103098530250882,0,0.0,31,8,0.0,65.35499999999999,1
524,C0525,23.0861148372755,113.357109747701,-18.432337424417252,11.496542234123513,0,0.0,0,0,0.0,70.511,1
532,C0533,23.0870243776235,113.319858403402,-22.23788049270556,11.59750121275163,0,0.0,2,2,0.0,69.33699999999999,1
533,C0534,23.0749212755029,113.284110855763,-25.889797884838146,10.254056877364864,0,0.0,21,5,0.0,67.256,1
538,C0539,23.0839327142735,113.357589823915,-18.38329353773797,11.254326580901804,0,0.0,0,0,0.0,70.511,1
548,C0549,23.1076436197974,113.270192875806,-27.31163844245119,13.886237094054579,0,0.0,36,9,0.0,64.688,1
550,C0551,23.0604548073644,113.339668376383,-20.2141225108262,8.648278913991653,0,0.0,3,1,0.0,69.884,1
557,C0558,23.1076436197974,113.270192875806,-27.31163844245119,13.886237094054579,0,0.0,36,9,0.0,64.688,1
562,C0563,23.1171205770157,113.278745688377,-26.437895569370678,14.938179345285928,0,0.0,21,9,0.0,64.988,1
564,C0565,23.0751065724343,113.276269971867,-26.690811161572526,10.274624836750512,0,0.0,7,3,0.0,68.67,1
565,C0566,23.1094777640312,113.274779942637,-26.84303037713298,14.089827104006442,0,0.0,39,12,0.0,62.92699999999999,1
575,C0576,23.0854436679364,113.385593545785,-15.522474105472195,11.422042437483444,0,0.0,2,2,0.0,69.33699999999999,1
593,C0594,23.1101908704676,113.329127978431,-21.290914211046758,14.168981918446878,0,0.0,9,3,0.0,68.63,1
594,C0595,23.0662528190431,113.320531518093,-22.16911607642088,9.291858210327277,0,0.0,5,2,0.0,69.277,0
606,C0607,23.1379792964032,113.210516888526,-33.4080503709388,17.253497197298163,0,0.0,0,0,0.0,70.511,1
607,C0608,23.0990886691124,113.308788906199,-23.368724201651123,12.936637568019652,0,0.0,48,5,0.0,66.71600000000001,0
610,C0611,23.0712271665055,113.295397157203,-24.736805770866887,9.844010778653775,0,0.0,15,3,0.0,68.51,1
619,C0620,23.1229608993585,113.262403639088,-28.1073755187161,15.586455125336588,0,0.0,70,14,0.0,61.17299999999999,1
641,C0642,23.0806586778044,113.277004791164,-26.615743092626367,10.89090853283161,0,0.0,12,4,0.0,68.003,1
648,C0649,23.0937713348071,113.367605189954,-17.360138332917664,12.346413460131387,0,0.0,5,2,0.0,69.277,0
649,C0650,23.0954427120507,113.345369123757,-19.631742463571392,12.531936334170975,0,0.0,11,5,0.0,67.456,1
652,C0653,23.0989917138954,113.2601141997,-28.341261311490882,12.925875538932672,0,0.0,15,5,0.0,67.376,1
661,C0662,23.1243757118004,113.282918246504,-26.011633109423922,15.743499306387587,0,0.0,30,8,0.0,65.375,1
671,C0672,23.1027573466621,113.318254043047,-22.40177960944501,13.34386077603607,0,0.0,49,7,0.0,65.562,0
675,C0676,23.0947862290112,113.33674089754,-20.51318948486982,12.459066716786161,0,0.0,18,8,0.0,65.615,1
686,C0687,23.0824929844686,113.385036566725,-15.57937427487082,11.09451657255785,0,0.0,0,0,0.0,70.511,1
688,C0689,23.0973594422807,113.284260056223,-25.87455578318982,12.744693389700636,0,0.0,21,5,0.0,67.256,1
705,C0706,23.1697007550676,113.245910963727,-29.7922432081563,20.774579109046552,0,0.0,13,4,0.0,67.98299999999999,1
730,C0731,23.1496580044593,113.225394742055,-31.88815052749062,18.54983379152554,0,0.0,7,2,0.0,69.237,1
740,C0741,23.1587057502041,113.266288346891,-27.71051942854782,19.554133569198136,0,0.0,5,2,0.0,69.277,0
760,C0761,23.2190124331328,113.33573515559,-20.615934617382937,26.248175374283935,0,0.0,1,1,0.0,69.924,1
775,C0776,23.1647831858942,113.247380940083,-29.64207256499121,20.22872893079947,0,0.0,22,4,0.0,67.803,1
779,C0780,23.1933161441568,113.240112235475,-30.384632839176554,23.39588729794789,0,0.0,5,1,0.0,69.84400000000001,1
781,C0782,23.1974612751226,113.236632605965,-30.740106721023324,23.855996835151622,0,0.0,13,4,0.0,67.98299999999999,1
805,C0806,23.2561485253707,113.321468356417,-22.073410037965807,30.370281612690963,0,0.0,140,4,0.0,65.443,1
815,C0816,23.1489951738186,113.170112364328,-37.53571770436342,18.476259590407896,0,0.0,7,2,0.0,69.237,1
846,C0847,23.1799259178795,113.215164541572,-32.93325290615422,21.90957218116776,0,0.0,1,1,0.0,69.924,1
851,C0852,23.1799259178795,113.215164541572,-32.93325290615422,21.90957218116776,0,0.0,1,1,0.0,69.924,1
856,C0857,23.2305304448983,113.272344113586,-27.09187112462774,27.526674680254366,0,0.0,19,4,0.0,67.863,1
870,C0871,23.1839400720329,113.279390783123,-26.371993629850206,22.355143292195063,0,0.0,5,2,0.0,69.277,0
885,C0886,23.2039611984407,113.270481416027,-27.28216159380092,24.57748832346102,0,0.0,15,6,0.0,66.809,1
892,C0893,23.2419626215179,113.34972702387,-19.186545736327698,28.79564628502996,0,0.0,4,1,0.0,69.864,1
897,C0898,23.3645578546087,113.209898843556,-33.47118894474658,42.403717158109,0,0.0,0,0,0.0,70.511,1
905,C0906,23.2419148046402,113.296957953145,-24.577357131096818,28.790338611605254,0,0.0,5,2,0.0,69.277,0
906,C0907,23.2258926014348,113.260713841085,-28.28000282111639,27.011874055805997,0,0.0,0,0,0.0,70.511,1
925,C0926,23.2205046444513,113.282637918591,-26.040271000651714,26.41381083063737,0,0.0,5,2,0.0,69.277,0
932,C0933,23.2213833379066,113.278769999989,-26.435411930504856,26.511345804175917,0,0.0,14,2,0.0,69.097,1
937,C0938,23.178930341128,113.253519222427,-29.014994582572832,21.799063161751313,0,0.0,61,3,0.0,67.59,0
938,C0939,23.2061770297533,113.278833005469,-26.428975382450147,24.823445599159292,0,0.0,1,1,0.0,69.924,1
942,C0943,23.1025222880729,113.322133512122,-22.00545870009858,13.31776927263515,0,0.0,36,6,0.0,66.389,1
953,C0954,23.152970337754,113.412541484889,-12.769511902585146,18.917502787236998,0,0.0,0,0,0.0,70.511,1
958,C0959,23.1491264278633,113.226036483427,-31.822591163774266,18.49082878936955,0,0.0,9,3,0.0,68.63,1
968,C0969,23.2363059970845,113.345920274611,-19.575437695206087,28.167760972922636,0,0.0,0,0,0.0,70.511,1
979,C0980,23.2156529919026,113.300569151175,-24.208442400906765,25.875277397731878,0,0.0,71,5,0.0,66.256,0
987,C0988,23.1410603631778,113.517519004649,-2.0451614082220178,17.595495609278956,2,26.27176073173591,0,0,26.27176073173591,72.66528438000233,1
996,C0997,23.1346461896624,113.305101647743,-23.74540915416118,16.883522349069683,0,0.0,26,5,0.0,67.156,1
1004,C1005,22.6992679851004,114.264191573754,74.23382054825478,-31.443458357312643,3,21.687064768581436,7,1,21.687064768581436,71.58233931102367,1
1013,C1014,22.7346610795393,114.383257670671,86.3974395616679,-27.514824874594517,3,34.424768128475534,4,1,34.424768128475534,72.686830986535,0
1024,C1025,22.7468435457508,114.281088200035,75.95995527523198,-26.16257112511814,3,25.740187946405054,0,0,25.740187946405054,72.62169541160522,1
1025,C1026,22.6767915100689,114.168423800977,64.45032438952265,-33.9383470858091,3,11.853681002916915,0,0,11.853681002916915,71.48300184223918,1
1028,C1029,22.7467999673484,114.281409344255,75.99276290092503,-26.167408327784294,3,25.765015972335352,0,0,25.765015972335352,72.6237313097315,1
1029,C1030,22.6767915100689,114.168423800977,64.45032438952265,-33.9383470858091,3,11.853681002916915,0,0,11.853681002916915,71.48300184223918,1
1044,C1045,22.7331071008026,114.252687945711,73.05862666510737,-27.68731651436842,3,22.479497387427603,1,1,22.479497387427603,71.76731878576906,1
1057,C1058,22.6745584222898,114.227720857841,70.50802533871344,-34.18621982928919,3,17.197734644875613,16,2,17.197734644875613,70.4672142408798,1
1059,C1060,22.6095179833464,114.129479113063,60.471791804278276,-41.40570855200645,3,6.170634903489024,68,15,6.170634903489024,61.151992062086094,1
1061,C1062,22.7383667433442,114.26489898575,74.306088727254,-27.103496192250518,3,23.841281879543168,2,2,23.841281879543168,71.29198511412253,1
1069,C1070,22.57081030331,114.144595274468,62.016036833187776,-45.702261036046764,3,9.361409993818707,3,1,9.361409993818707,70.65163561949313,1
1070,C1071,22.7257042523527,114.227759277469,70.51195023194254,-28.509032692307272,3,19.921867798248545,0,0,19.921867798248545,72.14459315945638,1
1071,C1072,22.7912047145946,114.105584721896,58.03077561042818,-21.238481383456374,3,19.345236671055,0,0,19.345236671055,72.0973094070265,1
1075,C1076,22.7257042523527,114.227759277469,70.51195023194254,-28.509032692307272,3,19.921867798248545,0,0,19.921867798248545,72.14459315945638,1
1087,C1088,22.5531613949393,114.124639132808,59.97734647199115,-47.661289865194746,3,9.274570974193303,48,10,9.274570974193303,64.64151481988385,0
1102,C1103,22.7227244655835,114.2509725062,72.88337986360234,-28.839789023688358,3,21.707436544163144,1,1,21.707436544163144,71.70400979662138,1
1106,C1107,22.7263929482721,114.247014832459,72.47906967949966,-28.43258744525381,3,21.58452646213036,0,0,21.58452646213036,72.28093116989469,1
1109,C1110,22.7372047941142,114.254165355096,73.20955665568691,-27.232472556780827,3,22.86060396983295,1,1,22.86060396983295,71.7985695255263,1
1123,C1124,22.5950921617419,114.12096452429,59.60195381871959,-43.00697475010607,3,5.880579567622094,28,5,5.880579567622094,67.59820752454502,1
1125,C1126,22.7322166367967,114.256764703597,73.47510231198916,-27.78615801902317,3,22.771934478384896,2,2,22.771934478384896,71.20429862722754,1
1127,C1128,22.5950921617419,114.12096452429,59.60195381871959,-43.00697475010607,3,5.880579567622094,28,5,5.880579567622094,67.59820752454502,1
1145,C1146,22.5967178696917,114.482332121438,96.51874112690798,-42.82652116767798,3,42.18613115096879,0,0,42.18613115096879,73.97026275437943,1
1148,C1149,22.7465512512216,114.269745071788,74.801157817438,-26.195015817859254,3,24.75980053936965,2,2,24.75980053936965,71.3673036442283,1
1162,C1163,22.647975167273,114.237841032967,71.54188768718183,-37.136961136153914,3,17.409221961118103,6,1,17.409221961118103,71.25155620081168,1
1165,C1166,22.6389249197101,114.513000409739,99.65176878420112,-38.14153861563583,3,45.288671767287404,0,0,45.288671767287404,74.22467108491756,1
1167,C1168,22.7284182040535,114.236267104697,71.3810974679143,-28.207784053518285,3,20.803435242499607,0,0,20.803435242499607,72.21688168988496,1
1171,C1172,22.7410132714443,114.267878111057,74.61043182882484,-26.80973157313971,3,24.257254029602052,66,3,24.257254029602052,69.47909483042737,1
1204,C1205,22.5963842044994,113.904493647314,37.487604367329375,-42.86355800402336,3,17.126041755657837,8,1,17.126041755657837,71.18833542396395,1
1219,C1220,22.5637128540259,113.890641282287,36.072466935382494,-46.490077906581824,3,19.374431357707987,1,1,19.374431357707987,71.51270337133207,1
1225,C1226,22.5600123793404,113.896685515638,36.68993700967975,-46.90083059667253,3,18.931540048690355,1,1,18.931540048690355,71.47638628399261,1
1229,C1230,22.6692905859051,113.817826177368,28.63378188909358,-34.770949667990905,3,26.352286524361524,1,1,26.352286524361524,72.08488749499764,1
1242,C1243,22.5383581349828,113.925691805037,39.653177280235404,-49.304451720366,3,17.318848107260518,48,9,17.318848107260518,65.86814554479537,1
1243,C1244,22.5689957241228,113.920737975337,39.14710125449539,-45.90367932582606,3,16.280804623653225,96,5,16.280804623653225,67.09102597913956,1
1269,C1270,22.5897597395799,113.91955553701,39.02630507750646,-43.598873610087935,3,15.747443181772462,0,0,15.747443181772462,71.80229034090534,1
1270,C1271,22.8356070564683,113.981192954291,45.32309383761487,-16.309821435475396,3,25.60008415281019,0,0,25.60008415281019,72.61020690053043,1
1272,C1273,22.5871423156464,113.922690036329,39.34652096180421,-43.889407666706504,3,15.50051553272713,8,2,15.50051553272713,70.48804227368362,1
1289,C1290,22.5650573975501,113.914893340081,38.55002183081997,-46.340833575395884,3,16.993840273438877,29,4,16.993840273438877,69.05649490242199,0
1290,C1291,22.5573788844305,113.902295568291,37.263051816355734,-47.19314853167153,3,18.50396223581171,38,3,18.50396223581171,69.56732490333656,0
1292,C1293,22.8356070564683,113.981192954291,45.32309383761487,-16.309821435475396,3,25.60008415281019,0,0,25.60008415281019,72.61020690053043,1
1308,C1309,22.5899027889047,113.889893860662,35.9961114309662,-43.58299513503535,3,18.71630321889953,1,1,18.71630321889953,71.45873686394977,1
1321,C1322,22.5664885374929,113.88112508287,35.10030586551195,-46.181977041744815,3,20.204363787327466,0,0,20.204363787327466,72.16775783056084,1
1329,C1330,22.5909701887184,113.885821128532,35.580047049452794,-43.46451375571432,3,19.10549056198906,0,0,19.10549056198906,72.0776502260831,1
1331,C1332,22.5347001431838,113.934484982603,40.55147549105666,-49.71048881005488,3,16.785653352770208,27,4,16.785653352770208,69.07942357492715,0
1354,C1355,23.164394657853,113.30471808746,-23.78459311392697,20.185602318225957,0,0.0,4,1,0.0,69.864,1
1361,C1362,23.1629453859971,113.335107857324,-20.68001849443045,20.024733142221397,0,0.0,17,2,0.0,69.03699999999999,1
1373,C1374,23.1232621016761,113.370525896471,-17.0617632098345,15.619888582590324,0,0.0,10,5,0.0,67.476,1
1375,C1376,23.1599832035451,113.3275620343,-21.45088878230593,19.695930890049166,0,0.0,19,4,0.0,67.863,1
1377,C1378,23.1582535912919,113.323166914696,-21.899887798530415,19.50394392994394,0,0.0,17,2,0.0,69.03699999999999,1
1392,C1393,23.1223935800366,113.336424812577,-20.54548026423856,15.52348268060581,0,0.0,8,3,0.0,68.65,1
1402,C1403,23.1855990619813,113.427284456947,-11.263391353727751,22.539291176467422,0,0.0,0,0,0.0,70.511,1
1407,C1408,23.1904090878561,113.366892506702,-17.432945015752534,23.07320404857023,0,0.0,7,2,0.0,69.237,1
1410,C1411,23.1355100606266,113.341036925962,-20.074313479448357,16.9794120260958,0,0.0,31,6,0.0,66.48899999999999,1
1414,C1415,23.1410157273548,113.340036577438,-20.176507627418733,17.590541032926108,0,0.0,33,8,0.0,65.315,1
1422,C1423,23.1415417491278,113.335261700078,-20.664302142790955,17.64892944972892,0,0.0,29,9,0.0,64.828,1
1475,C1476,23.1277415395897,113.349900366291,-19.168837327112836,16.11710619099977,0,0.0,7,2,0.0,69.237,1
1476,C1477,23.1284929476215,113.350618568732,-19.09546681196944,16.20051248252953,0,0.0,7,2,0.0,69.237,1
1489,C1490,23.1784317242067,113.404449454535,-13.596181935615045,21.7437166834868,0,0.0,0,0,0.0,70.511,1
1494,C1495,23.1513392763658,113.327714928593,-21.43526932405986,18.736454973146895,0,0.0,30,6,0.0,66.509,1
1503,C1504,23.2016885307926,113.399645052568,-14.08699264182754,24.325222214521922,0,0.0,3,1,0.0,69.884,1
1505,C1506,23.104212228431,113.379969338531,-16.09703492556728,13.505352652384015,0,0.0,15,4,0.0,67.943,1
1508,C1509,23.1565754964545,113.374250375018,-16.68127590704743,19.317675402992712,0,0.0,2,2,0.0,69.33699999999999,1
1510,C1511,23.1316787294639,113.410325855671,-12.995857355913696,16.55413426703602,0,0.0,49,7,0.0,65.562,0
1516,C1517,23.1300382048777,113.356374664303,-18.50743247353582,16.37203603796778,0,0.0,11,3,0.0,68.59,1
1525,C1526,23.1304454807854,113.356960443936,-18.44759007955372,16.417243663722612,0,0.0,12,4,0.0,68.003,1
1536,C1537,23.1130407768131,113.424580755889,-11.539597515240919,14.485321522797314,0,0.0,4,2,0.0,69.297,1
1538,C1539,23.205588637303,113.392625192061,-14.804131365153493,24.75813403717596,0,0.0,11,2,0.0,69.157,1
1548,C1549,23.1353511711254,113.321899771232,-22.029337328922296,16.961775291462537,0,0.0,14,5,0.0,67.396,1
1550,C1551,23.1789225724106,113.340078254322,-20.172249977661888,21.798200834119612,0,0.0,0,0,0.0,70.511,1
1552,C1553,23.1655482057407,113.28465001334,-25.834718332181506,20.313646133760663,0,0.0,0,0,0.0,70.511,1
1555,C1556,23.1791280119225,113.419112000404,-12.098277609066438,21.82100461994071,0,0.0,0,0,0.0,70.511,1
1574,C1575,23.1687891455769,113.419959772635,-12.011670432926321,20.67339045557885,0,0.0,0,0,0.0,70.511,1
1575,C1576,23.1344561993677,113.365209181888,-17.60491102659394,16.862433426357956,0,0.0,10,4,0.0,68.04299999999999,1
1593,C1594,23.1975123467916,113.342000788012,-19.975846736510952,23.86166579041088,0,0.0,268,11,0.0,58.913999999999994,1
1600,C1601,23.0884466631565,113.31519081516,-22.71471450807401,11.7553749069146,0,0.0,5,2,0.0,69.277,0
1602,C1603,23.1095098573546,113.3793361643,-16.161719082639646,14.093389462903612,0,0.0,14,3,0.0,68.53,1
1615,C1616,23.0811907878814,113.32551996669,-21.659503434594896,10.949972751378578,0,0.0,5,2,0.0,69.277,0
1620,C1621,23.101612010579,113.290320999853,-25.255378611132485,13.216728470812146,0,0.0,28,5,0.0,67.116,1
1623,C1624,23.1002266880829,113.406400397136,-13.396876481501339,13.062957673744847,0,0.0,0,0,0.0,70.511,1
1624,C1625,23.1040969185773,113.389157748963,-15.158360300903386,13.492553258623598,0,0.0,3,1,0.0,69.884,1
1634,C1635,23.1085187878514,113.259835388127,-28.36974429563397,13.983380748048358,0,0.0,17,4,0.0,67.90299999999999,1
1641,C1642,23.073722099587,113.28454055661,-25.845900272269123,10.120948350699937,0,0.0,21,5,0.0,67.256,1
1645,C1646,23.1084113997647,113.337318550203,-20.454177330304272,13.971460670425007,0,0.0,6,3,0.0,68.69,1
1654,C1655,23.1099587404306,113.278303151643,-26.483104477457736,14.143215484339649,0,0.0,32,13,0.0,62.49999999999999,1
